"name","order","index","page.no","time.stamp","name.id","electorate","party","in.gov","first.speech","body","fedchamb_flag","sub1_flag","sub2_flag","question","answer","has_interject"
"The DEPUTY SPEAKER (Mr Rob Mitchell)",15,9,10167,"10:12",NA,NA,NA,"","","Is the motion seconded?",0,1,0,0,0,0
"Haines, Helen MP",16,10,10169,"10:21","282335","Indi","IND","","","I am pleased to second this motion, and I commend the member for Warringah for bringing it to the House, and I do so as a representative of a rural and regional Australian electorate. It is time to debate and vote on this bill, a bill which sets out a clear framework through which we can pursue a bright economic agenda in regional Australia in response to climate change. This bill sets out in law a commitment that the vast majority of Australians support-that we will decarbonise our economy by the middle of the century.The government told us this week that, finally, it has committed to reaching net zero emissions by 2050. What this bill does is require that the government of the day, whether it be this government, the next government or any government that follows, has detailed plans to meet legislated emissions reduction targets. That's why it is so important. It gives our nation confidence that any government-this one or those that follow-will do this. I worked closely with the member for Warringah to make sure this bill would actually deliver for rural and regional Australians in a transparent way, not in a secret way and not in a fingers-crossed-and-let's-hope-we-make-it kind of way.I've inserted a regional economic safeguard mechanism that requires the new climate commission to make sure that regional Australia secures an equitable share of the economic benefits of a net zero transition, and we have just heard the member for Warringah lay out so articulately what those possibilities are for economic growth. I've also inserted a regions-first clause that requires the climate commission to implement a strategy to maximise the economic benefits for rural and regional Australia in the transition to net zero. I want rural and regional Australians to listen and think about this, because this gives us the guarantees that the government is not giving us right now. The Business Council of Australia estimates, as the member for Warringah just told us, there could be $890 billion on the table for us to be better off with a net zero economy. This bill would ensure that the regions maximise their share of that incredible opportunity before us. I've also inserted a regions-at-the-table rule that says that the board of the new climate commission must have expertise in regional development. This is the bill we should be debating and voting on today. This is the bill that would take us to Glasgow with credibility. More importantly, it would take us to the future with certainty.Regional Australians have every right to feel completely let down by the coalition government right now. The economic opportunities for regional Australia from the growth of zero carbon industries are simply enormous. The government promised a detailed plan to capture that opportunity, but yesterday the Prime Minister gave us no such plan. The Prime Minister seemingly announced nothing at all for the regions-zero new policies, zero new investments and zero new opportunities for regional Australia. They've had eight years in power to figure this out. The parliament could legislate this bill today. Members on all sides could vote today if they wanted to. Australia is lagging at the back of the pack when it comes to climate action, and now we are not even at the starting line when it comes to clarity and certainty. Right now, farmers in Germany own 10 per cent of all renewable energy generation-10 per cent! The first loads of green steel have already rolled off production lines in the factories of Sweden! Tesla's Gigafactory in the USA is already churning out lithium-ion batteries and employing 10,000 people in the process. This could be happening right here, right now. This really distresses me.If we pass this bill, and others like it-like my Australian Local Power Agency Bill that's sitting before this parliament too-there could be regional Australian industries and regional Australian jobs, but these opportunities are sailing right by us, because this government is incapable of offering up detailed economic plans for our regions. There is no plan to make sure regional Australians see the benefits in the renewable energy boom that's coming. There is no plan to help the timber mills of my electorate to transition off gas and onto cheap renewables. There is no plan to guarantee that bushfire affected communities in my electorate will have community batteries and energy security. The National Party has struck a secret deal with the Liberals over this issue, and, apparently, they have nothing to say for regional communities beyond a Productivity Commission review. I welcome a review, but it is neither a plan nor a blueprint for regional Australia. I commend this motion.",0,1,0,0,0,0
"Wilson, Tim MP",17,11,10170,"10:26","IMW","Goldstein","LP","","","I'm elated to be able to speak against this motion. I do so for a very simple reason. I think I must be one of the few people who have actually read the bill. Many of my constituents and constituents in other areas have contacted their representatives to talk about the member for Warringah's bill and whether we would vote in favour of it. Now we have a motion wanting to bring the bills on. I actually read the bill and tried to understand what it was trying to achieve and what its objective was. It's quite clear what its plan is: it's to establish a new bureaucracy. If you actually look at the detail of the bill, what it talks about is building a bureaucracy so that they can then go on to develop a plan. It isn't a plan to cut greenhouse gas emissions, it isn't a plan to improve the Australian economy and it isn't a plan to take the Australian community with us. I'll show you what a plan is: it's the plan that the Prime Minister tabled in the parliament yesterday-130 pages that goes through, step-by-step, how we're going to work towards delivering a net zero target by 2050 for the Australian community. It is a plan that is comprehensive. In fact, it's the first economy-wide plan to achieve net zero by 2050 that has ever been presented by a government in this country. That is a critical change from the past. By comparison, the member for Warringah's bill focuses on how we build a bureaucracy to be empowered over this parliament to make those decisions for us. Make no mistake, I am a democrat and proudly a democrat. The foundation of the Morrison government's approach is to make sure that we take positions to the Australian people, we get them endorsed at an election and then we go on and implement them. The alternative under the member of Warringah's bill that she presented previously is to create a new climate czar and a series of bureaucrats that would literally have veto powers over this parliament. That is not just an attack on this parliament-though it is-it is an attack on the Australian people and their capacity to be able to have a voice, to have a discussion and to be part of the process of considering and developing policy to reduce Australia's greenhouse gas emissions. To her credit, the Member for Warringah outlined this in her speech only moments ago. She spoke explicitly about taking climate policy 'out of the hands' of democratically elected representatives. Frankly, I can't imagine the members of even the Labor Party would agree with such a plan to take climate change policy out of the hands of democratically elected representatives, but this is consistent with her approach where she has sought to undermine not just our democracy but also the Australian people in being part of this conversation. We want to make sure that Australians are part of this conversation, because it's not just a discussion about improving the environment, though it is. It's not just a discussion about the future of the Australian economy, though it is. We want to take rural and regional communities and those communities that may have disproportionate impacts on them along on the journey, because we want to improve their communities and seize the moment and the opportunity.The other thing we heard from the member for Warringah was a comparison with the United Kingdom. In the United Kingdom they have thousands of pages of legislation in different areas of strategies. Well, the simple reality is, yes, we have a 169-page plan without a giant new bureaucracy established by this parliament, as was tabled by the Prime Minister in question time yesterday, but it builds across the pillars that the government has already built in areas such as our Modern Manufacturing Strategy and our Critical Mineral Strategy, where we will seize the moment and the opportunity to extract minerals to be part of the technologies of the future, particularly renewable technologies. It also integrates environmental standards that go into things like the Building Code.The member for Warringah then went on and said: why not legislate a target? Firstly, we took our target to the people at the last election, and it was endorsed by them. The Labor Party took a different target, and they were defeated. But, more critically, we actually did an international analysis of the number of countries that have legislated targets. Of the 193 countries or there abouts that have made international commitments, only seven have legislated their targets. The state governments of Western Australia and Queensland have not legislated targets.",0,1,0,0,0,0
"Bowen, Chris MP",18,11,10170,"10:26","DZS","McMahon","ALP","","","Mr Bowen interjecting-",0,1,0,0,0,1
"Wilson, Tim MP",19,11,10170,"10:26","IMW","Goldstein","LP","","","But the member opposite, the member for McMahon, raises the United Kingdom, and I am quite happy to talk about that. One of the reasons why we didn't go down the path of legislating targets is that it empowers people outside this parliament to override it. We know from the member's legislation that she previously presented to this parliament that she wants to appoint bureaucrats who could veto this parliament on climate change policy, as despicable as that is. But you just need to look at how-and the member for McMahon raised what's happening in the United Kingdom. They legislated their target, and now activists are using that as a vehicle to use the courts to shut down democratic decision-making. We just need to look at it here:Campaigners have launched a legal challenge to try to prevent billions of pounds of taxpayers' money being spent on a huge road-building programme, which they say breaches the UK's legal commitments …I'm a democrat. I believe that parliamentary sovereignty matters. I think that the people who are elected to this parliament should decide the law. And it isn't just new road projects; they're trying to shut down the development of new airports. It doesn't matter what push the Labor Party and the independent member for Warringah have, I will stand by the Australian people.We've seen now the human consequences of the European approach. In the lead up to this winter, we had a backing by bureaucrats on a small number of technologies and the rising risk of higher energy prices, with many people increasingly unable to afford the capacity to heat their homes. That is a despicable approach in terms of public policy. We're going to take an approach that backs the Australian people, that backs households and, of course, that backs building the future of the Australian economy so that we can take the community with us. That's why yesterday we hit such a milestone: a coalition government hitting out a target for net zero by 2050 and then a comprehensive plan, a 130-page plan, about how we are going to get there.Let's look at that in comparison to the Australian Labor Party. We know that they don't have a 2030 target. They have a 2050 target, but literally the detail of that plan could fit on a fortune cookie. You compare that to the coalition: We take targets to an election. We get them endorsed by the Australian people. We then go on and develop a plan, and, of course, we then go on and implement said plan. The planet that doesn't care about good intentions alone; it cares about outcomes. Let's look at the record of outcomes. The average emissions reductions since 2005 for OECD countries is seven per cent. Australia has already reached 21 per cent emissions reductions since 2005. That's times three. If you look at comparable countries, the United States has only achieved about 10 per cent. Then you look at a country like China, which, of course, has seen emissions rise by nearly 70 per cent over the time frame. What we are showing is leadership. We are showing leadership as to how we are going to cut our emissions and provide the pathway for so many other countries to follow that leadership, in an Australian way that focuses on building the foundations of the Australian economy. ",0,1,0,0,0,0
NA,20,11,10170,"10:26",NA,NA,NA,"","","The assistant minister will resume his seat. The member for Warringah, on a point of order?",0,1,0,0,0,1
"Steggall, Zali MP",21,11,10170,"10:26","175696","Warringah","IND","","","On a point of order: this is a motion as to why we should debate this today.",0,1,0,0,0,1
NA,22,11,10170,"10:26",NA,NA,NA,"","","There's no point of order. The assistant minister is to continue.",0,1,0,0,0,1
"Wilson, Tim MP",23,11,10170,"10:26","IMW","Goldstein","LP","","","Thank you. I appreciate the member's irrelevant interjection. What we're talking about is the substantive issue of how we're delivering a lower carbon future for Australia and building the future of the Australian economy. One of the critical things about the member for Warringah's bill is that it doesn't rule some things out. This is important. By staying silent, there's a secret agenda. What we know from the Labor Party is that they have gone to elections previously and said, 'There will be no carbon tax under a government we lead.' Then they have gone on and implemented it. We know that the member for Warringah wants carbon taxes. This isn't a secret. If she doesn't, then she can simply rule it out in her bill and say that there shouldn't be carbon taxes. But we know, in practice, there will be, because what she wants to do is empower bureaucrats to make decisions at the expense of the sovereign people. Our interest is in what we need to do to save the planet. Our interest is in what we need to do to cut emissions and continue the trajectory in which we are delivering. But, more critically, we want to focus on how we build jobs for the future so that every Australian can realise their ambitions, save the planet and make a buck. (Time expired)",0,1,0,0,0,0
"Bowen, Chris MP",24,12,10171,"10:36","DZS","McMahon","ALP","","","The Labor Party is delighted to support the suspension of standing orders so this parliament can do its job. The assistant minister just asserted, in one of his more bizarre performances-and that's a low bar-that it is anti-democratic for a member of parliament to introduce a piece of legislation to be debated in the parliament and voted upon. I don't agree with every single thing in the honourable member for Warringah's bill. That's fine. That's what the parliament is for. If it came on for a vote, we'd have the chance to move amendments, to discuss the situation and to actually pass a law with the support of the parliament. But I make this prediction: the suspension of standing orders today will unfortunately fail because the government will use its numbers to crush debate in the House of Representatives. The government will use its numbers to stop this parliament doing its job, and the government will abide by a recommendation from that well-known modern liberal, the member for North Sydney, not to bring this bill on for a vote. The member for Wentworth will vote against bringing this on for a vote. The member for Higgins will vote against bringing this on for a vote. The member for Goldstein has already spoken against bringing this on for a vote. The member for Kooyong will vote against bringing this on for a vote. These modern Liberals, who are lions in their electorates and mice in Canberra, will stifle this vote. I predict this bill will not come on for a vote. I predict this bill will not have the chance to be debated in this parliament. The member for Goldstein had arguments against it-pretty weak ones-but he could have made those arguments in a substantive debate before the parliament and explained why this government thinks we shouldn't legislate for net zero and all the other things that are in the legislation. This bill should be debated, and this parliament should do its job. ",0,1,0,0,0,0
"The DEPUTY SPEAKER (Mr Rob Mitchell)",25,12,10171,"10:36",NA,NA,NA,"","","The time for this debate has expired. ",0,1,0,0,0,0
"Smith, Tony MP (The SPEAKER)",26,12,10171,"10:36","00APG","Casey","LP","","","The question is that the motion moved by the member for Warringah be disagreed to.  ",0,1,0,0,0,0
"Bell, Angie MP",27,13,10173,"10:47","282981","Moncrieff","LNP","","","In rising in continuation on the Territories Stolen Generations Redress Scheme (Facilitation) Bill 2021, I will continue telling the story of Indigenous elder Patricia O'Connor. Along with her sister Ysola, Patricia also negotiated for Aboriginal and Torres Strait Islander service men and women to march under their own flags in the Brisbane Anzac Day parade.Mrs O'Connor was born to Aboriginal parents Stanley Yuke and Edith Graham. Stan was a former Aboriginal champion boxer who had graced the ring in Brisbane's Festival Hall in the mid-1920s. Edith was the youngest daughter of well-known Aboriginal matriarch Jenny Graham, who raised her children with husband Andrew Graham in Southport, in my electorate, from the 1900s onwards.Patricia said the Aboriginal community of the day was close-knit and supportive of each other. She grew up in contact with her extended family, who were the traditional people of Beaudesert, Southport and Stradbroke Island.  'I had a lovely childhood,' she said, 'The family was very close and we always felt very loved.' When Patricia was aged five, the family relocated to Southport, to live with Granny Graham and her many relatives on the banks of the Nerang River, by the Broadwater. 'It was actually like paradise,' Mrs O'Connor said, 'Our cousins lived close by and the mangroves and oceans were our playgrounds.'Patricia was born Beaudesert hospital, representing the first generation of her Aboriginal family line not to be born in the bush. The Australian Constitution was just 28 years old and it didn't recognise Aborigines. Aboriginal people were cut off from the rights enjoyed by Australian citizens, such as land ownership, the basic wage and access to public facilities such as swimming pools, theatres and hotels. Removal policies meant children could be taken from families without notice or explanation, resulting in the stolen generations.That is what these bills are about-making sure that those affected by separation from their families have access to redress for the pain and the suffering they endured. As a well-respected elder in her community, Mrs O'Connor appears to not dwell on the injustices of the past. Instead, she points to the work that needs to be done to create better opportunities for mobo jarjum-tomorrow's children. She said:I think people need to know their own history. They need to know the truth of what happened in their neighbourhood and around Australia. Then they need to get to work to make it a better place.Don't be afraid of hard work and know your own story.Wiser words were never spoken, and I agree wholeheartedly with Mrs O'Connor's sentiments. I acknowledge Judith Kerr from the Quest newspapers for this story. It seems, on the surface, an inspirational and a good story to share from Queensland, but Australians know that Aboriginal Australians have been marginalised in our country for generations, and it's simply not okay. A national apology has been made and now, as outlined by Patricia O'Connor, we continue our work to assist the Indigenous peoples of our great country to improve their lives. As a government we continue to work to close the gap between Aboriginal and Torres Strait Islander peoples and non-Indigenous Australians, and I congratulate the minister here in House on the work that he continues to do for all Indigenous Australians. He knows, more than most, the effects of the stolen generations, as members of his own family were just that-as outlined and respected by the member for Barton.On 5 August 2021 the Prime Minister announced the Australian government's commitment to a $378.6 million financial and wellbeing scheme for stolen generation survivors who were removed as children from their families in the Northern Territory or the Australian Capital Territory, prior to their respective self-government, or the Jervis Bay Territory-collectively known as 'the territories'. This package is known as the Territories Stolen Generations Redress Scheme and will be administered by the National Indigenous Australians Agency, the NIAA. The scheme will operate from 1 March 2022 to 30 June 2026 and will be open for applications between 1 March 2022 and 28 February 2026. The redress scheme recognises the harm caused by forced removal from family for stolen generation survivors. It will assist with the healing of this trauma for stolen generation survivors who were forcibly removed in the territories. It will help survivors gain access to counselling and support services-so important-a direct face-to-face or written apology and a financial payment. Redress provided through the scheme will enable eligible applicants to access a one-off payment of $75,000 in recognition of the harm caused by that forced removal, and the one-off healing-assistance payment of $7,000 in recognition that the action to facilitate healing is specific to each and every individual. It will provide the opportunity for each survivor to confidentially tell their story, about the impact of their removal, to a senior official within government, have their story acknowledged and receive a face-to-face or written direct personal response. This is truth telling. They can tell their true stories of the appalling events that happened to them, and it's the beginning of their healing process. The Territories Stolen Generations Redress Scheme represents an important practical step forward to healing in this country and reflects our government's commitment to reconciliation. The redress scheme supports intergenerational healing and will positively impact the health and wellbeing of stolen generation survivors, their families and their communities. These bills will facilitate the operation of certain aspects of the redress scheme for stolen generation survivors who were removed as children from their families in the Northern Territory or the Australian Capital Territory or the Jervis Bay Territory. They will ensure that a participant in the scheme will not be adversely affected by receiving a redress payment.This is achieved by providing that receipt of a redress payment does not affect a participant's access to or eligibility for any future payments or services provided by the Commonwealth or require the payment of an amount to the Commonwealth. The Healing Foundation's work to address trauma passed from generation to generation will, indeed, continue to inform the government's redress scheme for stolen generation survivors. The bills will make some general rules on how redress payments are to be protected and will make minor changes to the Bankruptcy Act 1966, the Social Security Act 1991, the Veterans' Entitlements Act 1986 and the Income Tax Assessment Act 1997 to ensure that a participant in the scheme will not be adversely affected by receiving a redress payment. The Territories Stolen Generations Redress Scheme (Consequential Amendments) Bill 2021 also facilitates crosschecking of identity information, provided by applicants, with information held by the Department of Social Services and Services Australia through change to the Social Security (Administration) Act 1999. It's important for anyone listening to outline their eligibility criteria, which I'll quickly do: you must be an Aboriginal or Torres Strait Islander person; under the age of 18 years at the time you were removed from your family by government bodies, including the police, churches, missions and/or welfare bodies; in circumstances where your Indigeneity was a factor in your removal; and removed while living in the Northern Territory, ACT and Jervis Bay Territory, as outlined previously.Further details will be announced closer to the applications opening next year. I encourage those who qualify for this redress scheme to apply for it, because it will be the beginning of your healing journey and it will advance our nation and bring Aboriginal and Torres Strait Islander First Nations people and the rest of Australia closer together.",0,0,1,0,0,0
"Robert, Stuart Rowland MP",28,14,10175,"10:55","HWT","Fadden","LNP","","","I thank all those members who've contributed to the debate. It's a pleasure to stand here today to support the bill that will facilitate the operation of certain aspects of this redress scheme. The objective of the bill is to ensure that receipt of a redress payment does not affect a person's access to or eligibility for any pensions, payments, benefits or services, however described, provided by the Commonwealth or require the repayment of an amount to the Commonwealth, and to ensure that the redress payment is absolutely inalienable. I commend the bill to the House.Question agreed to.Bill read a second time.",0,0,1,0,0,0
"Robert, Stuart Rowland MP",29,15,10175,"10:56","HWT","Fadden","LNP","","","by leave-I move:That this bill be now read a third time.Question agreed to.Bill read a third time.",0,0,1,0,0,0
"Robert, Stuart Rowland MP",30,16,10175,"10:58","HWT","Fadden","LNP","","","by leave-I move:That this bill be now read a third time.Question agreed to.Bill read a third time.",0,0,1,0,0,0
"Bowen, Chris MP",31,17,10176,"10:58","DZS","McMahon","ALP","","","The Labor Party strongly supports this bill, the Offshore Electricity Infrastructure Bill 2021. We strongly support it because we've called for it. We've pointed out over many months that this bill was urgent, and this bill is way overdue. And, as is so often the case with the Morrison government, particularly when it comes to renewable energy, the government comes very, very late to the party, but we welcome them to the party as late as they are.Offshore wind has huge potential for Australia. Just as we have huge potential in solar, being a country which has the best solar potential in the world, we have self-evidently a very long coastline. Every school student knows we are an island nation. It goes without much thought to reach the conclusion that we have very big offshore wind potential. But we have been one of the very few countries in the world where it's unlawful for a proponent of offshore wind to pursue that and install offshore wind, which is a complete failure of logic and must be remedied urgently, as the Labor Party has been saying for many, many months.We have some of the best wind resources in the world, particularly off our southern coast, and this is a resource which must be harnessed for the good of the country. We have more offshore wind resource than we could use ourselves and, indeed, it provides export opportunities for Australia. We're a country which has exported energy for many years, and we will be a country which exports energy for many years to come-but of course that energy mix will change. But that will be the case only if we embrace the proper policy framework to manage that change and continue to be a country which exports, creating jobs.Other countries are getting on with it. A prime minister recently said that in 10 years time offshore wind will be powering every home in the country. That was the Prime Minister of Great Britain. In his speech to the Conservative Party conference at this time last year, he outlined a plan-a good plan-for offshore wind for the United Kingdom. The United Kingdom already has the largest offshore wind generation capacity, and in October 2020 the United Kingdom government announced a target of 40 gigawatts of offshore wind capacity by 2030-a significant increase.Energy providers are already getting on with it. There are something like 15 proposals all around the country at varying degrees of readiness-all are well developed, but all are waiting for this important piece of legislation. The one that is most advanced is Star of the South in Gippsland. I have visited Morwell, I've looked at the plans and I've spoken to the proponents, and I use Star of the South as an example because it tells a very good story about the capacity of offshore wind. If the proposal for Star of the South were operating today, it would provide 20 per cent of Victoria's energy needs as we speak: one offshore wind installation would provide 20 per cent of Victoria's energy needs. Because it's windier off the coast and because the turbines are tall, offshore wind has a capacity to provide a lot of energy. One turn of one offshore wind turbine provides as much energy as an average rooftop solar installation does all day: one turn of one turbine, and these turbines turn 15 times a minute. When you multiply the number of turbines in each installation it gives you an idea of the scale.But the other story of offshore wind is the jobs created. It's labour-intensive. Because the turbines move quickly they require a lot of maintenance, and because the turbines are offshore the maintenance workers have to be taken to the turbines. That creates maritime jobs and ports jobs, and I say that this is a good thing. I say it's good that a lot of jobs are created. And that there's a third reason to support offshore wind: it's not just that jobs are created, it's that jobs are created in areas which are going through economic change. The jobs are created in the same areas which have powered Australia for so long. That's because offshore wind farms tend to want to feed into our grid-in the case of most of Australia, that's the National Energy Market grid-where the grid is strongest, where the connectors are. And that's where energy has long been generated, in areas like Gippsland and Latrobe; Newcastle and the Hunter Valley; and the Illawarra, Gladstone and Central Queensland. These are the areas, in many cases, where offshore wind proposals exist. So there will be jobs created in areas where we need to diversify the economy.On this side of the House, we want to see the world's climate emergency being the jobs opportunity for regional Australia. It can be and it will be with the right policy settings. These are the areas which have powered Australia for so long and which have access to the grid and to the ports for export. And, importantly, they have access to a wonderful skills base-the skills base of the workers who have generated power for so long is readily transferable to more renewable energy, including offshore wind. For example, I've spoken already about the United Kingdom's offshore wind industry. That's a good example. In terms of jobs created, 26,000 people already work in the offshore wind industry in the United Kingdom, with another 70,000 people forecast to be working there by 2026, which is not that far away.As I said, there are many varying proposals around the country. Oceanex, with whom I've met, is looking at spending $31 billion to build 7.5 gigawatts worth of offshore wind generation and significantly upgrade ports. Green Energy Partners have projects that they are proposing off the Illawarra and off Newcastle. They want to use Port Kembla as a construction hub, creating jobs in the Illawarra, where they are so desperately needed. So this is an industry which I think has huge potential for Australia and must be embraced, and we must move fast. This legislation is important, but it is not the be-all and end-all. It provides significant power to the minister to declare areas, for example. I have no problem with that, but it's a power which he should exercise appropriately, prudently and carefully but also expeditiously to ensure that this industry, which has waited so long for government action, can now get on with it.That is not to say that this bill is perfect. As strongly as we support it, there are improvements we would have liked to see made. The Senate committee, which is a bipartisan committee, agrees, and it has made recommendations to the government. I'm surprised and disappointed-well, I'm disappointed but, with this minister, perhaps not so surprised-that the government has ignored the bipartisan recommendations to improve the bill. Government senators who led the committee made some suggestions, and they're suggestions that I take on board as the shadow minister.These suggestions include amending the objects clause to better incorporate energy transmission and exports. We can be, as I've said before, an energy-exporting nation. There's infrastructure required to do so, whether it be submarine cables or hydrogen facilities to export our renewable energy, but it can and should be done, and the objects of the bill should reflect that. There should be an amendment on consultation requirements for declared areas. We have a long coastline. Not every part of our coastline is suitable for offshore wind-hence the opportunity for the minister to declare areas. There will be some instances where that is controversial. Communities should have ownership and a voice in doing so, and there should be requirements on the minister for consultation in relation to declaration. The government should consider amendments to the changes-in-control provisions as well. There has been a minor technical amendment suggested to allow for a different change-in-control thresholds for individual licences to be considered transparently during the licence application process while still maintaining the government's intended outcomes, which seems a sensible suggestion to me. But the government have indicated they will not be taking on the advice of their own members, as well as the opposition.There are also concerns held on this side of the House about the occupational health and safety elements of this bill. The Senate inquiry heard two additional concerns that are not reflected in the final report but are reflected in concerns held by the opposition. In particular, the bill's work health and safety framework is confusing and disappointing. The committee heard substantial evidence that the government has not adopted the national harmonised WHS law in the bill. The committee heard that the government has amended those laws into an unrecognisable state. I am perplexed by that. I do not understand why the government would do that. Without harmonisation of these WHS frameworks, we may end up with a situation where a worker would be subject to one regime onshore, a second regime while transiting to the offshore wind establishment and a third regime while actually working on the offshore wind establishment. This poses considerable risk of confusion for both workers and employers. It's a complicated situation for employers, who in the vast majority of circumstances want to comply with the law. I do not understand why the government wants to create so much red tape and make the law so complicated.To be fair, there is disagreement on these points, including between the department, the regulator and stakeholders representing both employers and workers, but that again underlines the importance of getting it right and getting it clearer. Given this significant difference of opinion, I urge the government to urgently undertake further consultation on both the content of the WHS provisions and their coverage. If the government chooses not to do that then, if there is a change of government at the next election, we will undertake that consultation. We believe that we should improve and harmonise the WHS regulatory frameworks covering workers in offshore clean energy. That's reflected in the Labor Party's national platform already, and it will be reflected in our approach in office. It is good for workers and good for employers if we fix this and get it right. We regard it as being crucial.There is time, with the best will in the world, if this legislation passes both houses expeditiously. There's still some way to go for the government's regulatory regime, and then, of course, proponents have a good deal of work ahead of them, so it is not the case that offshore wind will be being built in coming weeks or months. So the government has time to do this. Indeed, an incoming Labor government would have time to do this, should we win the next election.Our second concern is that the bill does not require local benefits to be included in the merit criteria for licences. I think many, many communities would welcome offshore wind because of the jobs created and the economic activity created for young people and for workers who might have been displaced in other energy generation, but I accept that there will be controversy. I am aware of some offshore wind proposals which are controversial, particularly in Tasmania. Not every proposal will meet with community support, but every proposal needs community ownership and support to be truly successful, and partly that will depend on the consultation process undertaken by the proponents. Again, I do not mind saying in the House that the Star of the South proposal has undertaken excellent community consultation and, as I understand it, has strong support in the Gippsland community. But not every proponent will always be as assiduous in engaging in community consultation, so it should be the case that local benefits should be required in the merit criteria for licences. When the minister of the day is considering whether to grant an offshore electricity licence, he or she should be required to consider the benefits for local workers, for businesses, for communities and, importantly, for traditional owners and First Nations people. It is important that this is reflected either in the legislation, ideally, or in the detailed regulations. I urge the government to consider amending the legislation to make this clear. This is an issue not just for offshore wind but for renewable energy installations more broadly and for transmission lines particularly. I've met at the request of the member for Ballarat with people concerned about the impacts of transmission lines through that community. They have excellent ideas about how community support and ownership can be improved. It will be a massive undertaking across the country to massively upgrade renewable energy generation and upgrade the transmission grid to get renewable energy to where it will be consumed. It is going to require a lot of community support, and we make it harder for ourselves as a country if we don't have the proper mechanisms in place to get that community support going for the big expansions of renewable energy and for the transmission lines to get the energy to where it is needed.To summarise, we do very much welcome the bills. We called for them. I've written articles explaining why offshore wind has such potential for Australia. The government promised them many, many months ago and they have been delayed, but we do very much welcome the fact that they are being debated in the House today and we would welcome their expeditious passage through the other place as well. But we do call for improvements, and if this government does not improve the bill, an incoming Labor government, should we be elected, would certainly seek to improve the legislation. That sentiment is reflected in the second reading amendment which has been circulated in my name and which I now formally move:That all words after ""That"" be omitted with a view to substituting the following words:""whilst not declining to give the bill a second reading, the House urges the Government to improve the bill as recommended by Government Senators on the Senate Environment and Communications Legislation Committee, and to ensure safety for workers and benefits for local communities"".I commend the bill to the House and I commend the second reading amendment to the House as well.",0,0,1,0,0,0
"Wallace, Andrew MP (The DEPUTY SPEAKER)",32,17,10176,"10:58","265967","Fisher","LNP","","","Is the amendment seconded?",0,0,1,0,0,0
"Leigh, Andrew Keith MP",33,17,10176,"10:58","BU8","Fenner","ALP","","","I second the amendment and reserve my right to speak.",0,0,1,0,0,1
